From,To Country,To City,Postal Code,Weight (lbs),Length,Width,Height,Value (USD),Shipping Method,Estimated Delivery,Price,Currency,Insurance Text,Insurance Amount
"Torrance, CA",Indonesia,Jakarta,12410,7,12,8,1,10,FedEx: International Economy,4-8 business days,86.84 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,7,12,8,1,10,DHL: Express Worldwide,1-6 business days,87.03 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,7,12,8,1,10,FedEx: International Priority,1-6 business days,91.46 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,7,12,8,1,10,USPS: Express,10-14 business days,92.74 USD,USD,+ Insurance 4.06 USD,4.06
"Torrance, CA",Indonesia,Jakarta,12410,8,12,8,1,10,USPS: Priority,10-14 business days,85.08 USD,USD,+ Insurance 3.96 USD,3.96
"Torrance, CA",Indonesia,Jakarta,12410,8,12,8,1,10,FedEx: International DDP,1-6 business days,85.5 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,8,12,8,1,10,DHL: Express Worldwide,1-6 business days,92.33 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,8,12,8,1,10,FedEx: International Economy,4-8 business days,93.3 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,8,12,8,1,10,FedEx: International Priority,1-6 business days,98.11 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,8,12,8,1,10,USPS: Express,10-14 business days,98.34 USD,USD,+ Insurance 4.12 USD,4.12
"Torrance, CA",Indonesia,Jakarta,12410,9,12,8,1,10,USPS: Priority,10-14 business days,90.27 USD,USD,+ Insurance 4.02 USD,4.02
"Torrance, CA",Indonesia,Jakarta,12410,9,12,8,1,10,FedEx: International DDP,1-6 business days,92.86 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,9,12,8,1,10,DHL: Express Worldwide,1-6 business days,97.57 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,9,12,8,1,10,FedEx: International Priority,1-6 business days,99.25 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,9,12,8,1,10,FedEx: International Economy,4-8 business days,100.47 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,9,12,8,1,10,USPS: Express,10-14 business days,103.85 USD,USD,+ Insurance 4.18 USD,4.18
"Torrance, CA",Indonesia,Jakarta,12410,10,12,8,1,10,FedEx: International DDP,1-6 business days,93.67 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,10,12,8,1,10,USPS: Priority,10-14 business days,95.4 USD,USD,+ Insurance 4.08 USD,4.08
"Torrance, CA",Indonesia,Jakarta,12410,10,12,8,1,10,FedEx: International Priority,1-6 business days,99.45 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,10,12,8,1,10,FedEx: International Economy,4-8 business days,101.2 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,10,12,8,1,10,DHL: Express Worldwide,1-6 business days,101.34 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,10,12,8,1,10,USPS: Express,10-14 business days,109.44 USD,USD,+ Insurance 4.24 USD,4.24
"Torrance, CA",Indonesia,Jakarta,12410,12,12,8,1,10,FedEx: International Priority,1-6 business days,102.78 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,12,12,8,1,10,FedEx: International Economy,4-8 business days,104.62 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,12,12,8,1,10,FedEx: International DDP,1-6 business days,104.79 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,12,12,8,1,10,USPS: Priority,10-14 business days,105.77 USD,USD,+ Insurance 4.19 USD,4.19
"Torrance, CA",Indonesia,Jakarta,12410,12,12,8,1,10,DHL: Express Worldwide,1-6 business days,111.73 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,12,12,8,1,10,USPS: Express,10-14 business days,120.75 USD,USD,+ Insurance 4.37 USD,4.37
"Torrance, CA",Indonesia,Jakarta,12410,14,12,8,1,10,USPS: Priority,10-14 business days,116.13 USD,USD,+ Insurance 4.31 USD,4.31
"Torrance, CA",Indonesia,Jakarta,12410,14,12,8,1,10,DHL: Express Worldwide,1-6 business days,122.1 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,14,12,8,1,10,FedEx: International DDP,1-6 business days,126.23 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,14,12,8,1,10,USPS: Express,10-14 business days,131.9 USD,USD,+ Insurance 4.5 USD,4.5
"Torrance, CA",Indonesia,Jakarta,12410,14,12,8,1,10,FedEx: International Economy,4-8 business days,135.25 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,14,12,8,1,10,FedEx: International Priority,1-6 business days,148.72 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,16,12,8,1,10,USPS: Priority,10-14 business days,126.5 USD,USD,+ Insurance 4.42 USD,4.42
"Torrance, CA",Indonesia,Jakarta,12410,16,12,8,1,10,DHL: Express Worldwide,1-6 business days,132.48 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,16,12,8,1,10,FedEx: International DDP,1-6 business days,133.34 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,16,12,8,1,10,USPS: Express,10-14 business days,143.05 USD,USD,+ Insurance 4.62 USD,4.62
"Torrance, CA",Indonesia,Jakarta,12410,16,12,8,1,10,FedEx: International Economy,4-8 business days,149.57 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,16,12,8,1,10,FedEx: International Priority,1-6 business days,161.83 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,18,12,8,1,10,USPS: Priority,10-14 business days,136.89 USD,USD,+ Insurance 4.54 USD,4.54
"Torrance, CA",Indonesia,Jakarta,12410,18,12,8,1,10,FedEx: International DDP,1-6 business days,138.91 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,18,12,8,1,10,DHL: Express Worldwide,1-6 business days,142.87 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,18,12,8,1,10,USPS: Express,10-14 business days,154.16 USD,USD,+ Insurance 4.75 USD,4.75
"Torrance, CA",Indonesia,Jakarta,12410,18,12,8,1,10,FedEx: International Economy,4-8 business days,154.24 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,18,12,8,1,10,FedEx: International Priority,1-6 business days,166.38 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,20,12,8,1,10,USPS: Priority,10-14 business days,147.19 USD,USD,+ Insurance 4.66 USD,4.66
"Torrance, CA",Indonesia,Jakarta,12410,20,12,8,1,10,FedEx: International DDP,1-6 business days,147.31 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,20,12,8,1,10,DHL: Express Worldwide,1-6 business days,153.24 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,20,12,8,1,10,USPS: Express,10-14 business days,165.3 USD,USD,+ Insurance 4.87 USD,4.87
"Torrance, CA",Indonesia,Jakarta,12410,20,12,8,1,10,FedEx: International Economy,4-8 business days,165.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,20,12,8,1,10,FedEx: International Priority,1-6 business days,167.01 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,25,12,8,1,10,FedEx: International Priority,1-6 business days,170.94 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,25,12,8,1,10,FedEx: International Economy,4-8 business days,172.82 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,25,12,8,1,10,DHL: Express Worldwide,1-6 business days,175.36 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,25,12,8,1,10,FedEx: International DDP,1-6 business days,242.65 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,25,12,8,1,10,USPS: Priority,10-14 business days,476.18 USD,USD,+ Insurance 8.57 USD,8.57
"Torrance, CA",Indonesia,Jakarta,12410,25,12,8,1,10,USPS: Express,10-14 business days,576.08 USD,USD,+ Insurance 9.77 USD,9.77
"Torrance, CA",Indonesia,Jakarta,12410,30,12,8,1,10,DHL: Express Worldwide,1-6 business days,197.46 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,30,12,8,1,10,FedEx: International Economy,4-8 business days,232.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,30,12,8,1,10,FedEx: International Priority,1-6 business days,244.33 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,30,12,8,1,10,FedEx: International DDP,1-6 business days,327.86 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,30,12,8,1,10,USPS: Priority,10-14 business days,544.45 USD,USD,+ Insurance 9.37 USD,9.37
"Torrance, CA",Indonesia,Jakarta,12410,30,12,8,1,10,USPS: Express,10-14 business days,655.42 USD,USD,+ Insurance 10.7 USD,10.7
"Torrance, CA",Indonesia,Jakarta,12410,40,12,8,1,10,DHL: Express Worldwide,1-6 business days,241.66 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,40,12,8,1,10,FedEx: International Economy,4-8 business days,312.09 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,40,12,8,1,10,FedEx: International Priority,1-6 business days,317.34 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,40,12,8,1,10,FedEx: International DDP,1-6 business days,439.87 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,40,12,8,1,10,USPS: Priority,10-14 business days,681.06 USD,USD,+ Insurance 10.96 USD,10.96
"Torrance, CA",Indonesia,Jakarta,12410,40,12,8,1,10,USPS: Express,10-14 business days,814.08 USD,USD,+ Insurance 12.56 USD,12.56
"Torrance, CA",Indonesia,Jakarta,12410,50,12,8,1,10,DHL: Express Worldwide,1-6 business days,285.87 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,50,12,8,1,10,FedEx: International Economy,4-8 business days,359.81 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,50,12,8,1,10,FedEx: International Priority,1-6 business days,378.63 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,50,12,8,1,10,FedEx: International DDP,1-6 business days,500.86 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,50,12,8,1,10,USPS: Express,10-14 business days,973.6 USD,USD,+ Insurance 14.43 USD,14.43
"Torrance, CA",Indonesia,Jakarta,12410,75,12,8,1,10,DHL: Express Worldwide,1-6 business days,453.56 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,75,12,8,1,10,FedEx: International Economy,4-8 business days,459.55 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,75,12,8,1,10,FedEx: International Priority,1-6 business days,618.48 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,75,12,8,1,10,FedEx: International DDP,1-6 business days,688.1 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,100,12,8,1,10,FedEx: International Economy,4-8 business days,466.45 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,100,12,8,1,10,DHL: Express Worldwide,1-6 business days,555.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,100,12,8,1,10,FedEx: International DDP,1-6 business days,698.83 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,100,12,8,1,10,FedEx: International Priority,1-6 business days,721.57 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,125,12,8,1,10,FedEx: International Economy,4-8 business days,572.04 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,125,12,8,1,10,DHL: Express Worldwide,1-6 business days,676.11 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,125,12,8,1,10,FedEx: International DDP,1-6 business days,862.77 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,125,12,8,1,10,FedEx: International Priority,1-6 business days,881.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,150,12,8,1,10,FedEx: International Economy,4-8 business days,677.61 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,150,12,8,1,10,DHL: Express Worldwide,1-6 business days,796.25 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,150,12,8,1,10,FedEx: International DDP,1-6 business days,1026.73 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,150,12,8,1,10,FedEx: International Priority,1-6 business days,1040.69 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,200,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1117.89 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,200,12,8,1,10,DHL: Express Worldwide,1-6 business days,1219.19 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,200,12,8,1,10,FedEx: International Priority Freight,1-4 business days,1710.65 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,250,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1396.1 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,250,12,8,1,10,DHL: Express Worldwide,1-6 business days,1467.58 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,250,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2137.06 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,1,12,8,1,10,Planet Mail: Express,20-28 business days,25.77 USD,USD,+ Insurance 3.27 USD,3.27
"Torrance, CA",Kazakhstan,Almaty ,50000,1,12,8,1,10,USPS: Express,10-14 business days,71.47 USD,USD,+ Insurance 3.83 USD,3.83
"Torrance, CA",Kazakhstan,Almaty ,50000,1,12,8,1,10,FedEx: International Economy,4-8 business days,90.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,1,12,8,1,10,DDP Air,10-15 business days,104.28 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,1,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,2,12,8,1,10,Planet Mail: Express,20-28 business days,49.21 USD,USD,+ Insurance 3.53 USD,3.53
"Torrance, CA",Kazakhstan,Almaty ,50000,2,12,8,1,10,USPS: Express,10-14 business days,77.83 USD,USD,+ Insurance 3.9 USD,3.9
"Torrance, CA",Kazakhstan,Almaty ,50000,2,12,8,1,10,FedEx: International Economy,4-8 business days,90.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,2,12,8,1,10,DDP Air,10-15 business days,105.6 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,2,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,3,12,8,1,10,Planet Mail: Express,20-28 business days,72.68 USD,USD,+ Insurance 3.79 USD,3.79
"Torrance, CA",Kazakhstan,Almaty ,50000,3,12,8,1,10,USPS: Express,10-14 business days,84.18 USD,USD,+ Insurance 3.97 USD,3.97
"Torrance, CA",Kazakhstan,Almaty ,50000,3,12,8,1,10,FedEx: International Economy,4-8 business days,90.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,3,12,8,1,10,DDP Air,10-15 business days,121.37 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,3,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,4,12,8,1,10,USPS: Express,10-14 business days,90.51 USD,USD,+ Insurance 4.04 USD,4.04
"Torrance, CA",Kazakhstan,Almaty ,50000,4,12,8,1,10,FedEx: International Economy,4-8 business days,90.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,4,12,8,1,10,Planet Mail: Express,20-28 business days,93.3 USD,USD,+ Insurance 4.02 USD,4.02
"Torrance, CA",Kazakhstan,Almaty ,50000,4,12,8,1,10,DDP Air,10-15 business days,139.86 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,4,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,5,12,8,1,10,USPS: Priority,10-14 business days,86.2 USD,USD,+ Insurance 3.99 USD,3.99
"Torrance, CA",Kazakhstan,Almaty ,50000,5,12,8,1,10,FedEx: International Economy,4-8 business days,90.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,5,12,8,1,10,USPS: Express,10-14 business days,96.9 USD,USD,+ Insurance 4.12 USD,4.12
"Torrance, CA",Kazakhstan,Almaty ,50000,5,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,5,12,8,1,10,DDP Air,10-15 business days,155.94 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,6,12,8,1,10,USPS: Priority,10-14 business days,92.44 USD,USD,+ Insurance 4.06 USD,4.06
"Torrance, CA",Kazakhstan,Almaty ,50000,6,12,8,1,10,FedEx: International Economy,4-8 business days,94.1 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,6,12,8,1,10,USPS: Express,10-14 business days,103.7 USD,USD,+ Insurance 4.19 USD,4.19
"Torrance, CA",Kazakhstan,Almaty ,50000,6,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,6,12,8,1,10,DDP Air,10-15 business days,167.89 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,7,12,8,1,10,FedEx: International Economy,4-8 business days,98.29 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,7,12,8,1,10,USPS: Priority,10-14 business days,98.65 USD,USD,+ Insurance 4.13 USD,4.13
"Torrance, CA",Kazakhstan,Almaty ,50000,7,12,8,1,10,USPS: Express,10-14 business days,110.16 USD,USD,+ Insurance 4.27 USD,4.27
"Torrance, CA",Kazakhstan,Almaty ,50000,7,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,7,12,8,1,10,DDP Air,10-15 business days,180 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,8,12,8,1,10,USPS: Priority,10-14 business days,104.92 USD,USD,+ Insurance 4.2 USD,4.2
"Torrance, CA",Kazakhstan,Almaty ,50000,8,12,8,1,10,FedEx: International Economy,4-8 business days,109.23 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,8,12,8,1,10,USPS: Express,10-14 business days,116.62 USD,USD,+ Insurance 4.34 USD,4.34
"Torrance, CA",Kazakhstan,Almaty ,50000,8,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,8,12,8,1,10,DDP Air,10-15 business days,190.39 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,9,12,8,1,10,USPS: Priority,10-14 business days,111.11 USD,USD,+ Insurance 4.27 USD,4.27
"Torrance, CA",Kazakhstan,Almaty ,50000,9,12,8,1,10,USPS: Express,10-14 business days,123.09 USD,USD,+ Insurance 4.41 USD,4.41
"Torrance, CA",Kazakhstan,Almaty ,50000,9,12,8,1,10,FedEx: International Economy,4-8 business days,125.62 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,9,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,9,12,8,1,10,DDP Air,10-15 business days,200.84 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,10,12,8,1,10,USPS: Priority,10-14 business days,117.41 USD,USD,+ Insurance 4.34 USD,4.34
"Torrance, CA",Kazakhstan,Almaty ,50000,10,12,8,1,10,FedEx: International Economy,4-8 business days,127.27 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,10,12,8,1,10,USPS: Express,10-14 business days,129.56 USD,USD,+ Insurance 4.49 USD,4.49
"Torrance, CA",Kazakhstan,Almaty ,50000,10,12,8,1,10,FedEx: International Priority,1-6 business days,144.13 USD,USD,Insurance Included,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,10,12,8,1,10,DDP Air,10-15 business days,207.82 USD,USD,+ VAT & processing fee 5.4 USD,0.0
"Torrance, CA",Kazakhstan,Almaty ,50000,12,12,8,1,10,FedEx: International Economy,4-8 business days,129.42 USD,USD,Insurance Included,0.0
