From,To Country,To City,Postal Code,Weight (lbs),Length,Width,Height,Value (USD),Shipping Method,Estimated Delivery,Price,Currency,Insurance Text,Insurance Amount
"Tualatin, OR",New Zealand,Auckland,1010,12,12,8,1,10,FedEx: International Economy,4-8 business days,104.62 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,12,12,8,1,10,FedEx: International DDP,1-6 business days,104.79 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,12,12,8,1,10,DHL: Express Worldwide,1-6 business days,111.73 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,12,12,8,1,10,USPS: Priority,10-14 business days,163.55 USD,USD,+ Insurance 4.49 USD,4.49
"Tualatin, OR",New Zealand,Auckland,1010,12,12,8,1,10,USPS: Express,10-14 business days,174.88 USD,USD,+ Insurance 4.63 USD,4.63
"Tualatin, OR",New Zealand,Auckland,1010,12,12,8,1,10,DDP Air,10-15 business days,180.44 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,DHL: Express Worldwide,1-6 business days,122.1 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,FedEx: International DDP,1-6 business days,126.23 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,FedEx: International Economy,4-8 business days,135.25 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,FedEx: International Priority,1-6 business days,148.72 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,USPS: Priority,10-14 business days,182.52 USD,USD,+ Insurance 4.64 USD,4.64
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,USPS: Express,10-14 business days,194.76 USD,USD,+ Insurance 4.79 USD,4.79
"Tualatin, OR",New Zealand,Auckland,1010,14,12,8,1,10,DDP Air,10-15 business days,220.18 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,DHL: Express Worldwide,1-6 business days,132.48 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,FedEx: International DDP,1-6 business days,133.34 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,FedEx: International Economy,4-8 business days,149.57 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,FedEx: International Priority,1-6 business days,161.83 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,USPS: Priority,10-14 business days,201.51 USD,USD,+ Insurance 4.8 USD,4.8
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,USPS: Express,10-14 business days,214.63 USD,USD,+ Insurance 4.95 USD,4.95
"Tualatin, OR",New Zealand,Auckland,1010,16,12,8,1,10,DDP Air,10-15 business days,259.94 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,FedEx: International DDP,1-6 business days,138.91 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,DHL: Express Worldwide,1-6 business days,142.87 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,FedEx: International Economy,4-8 business days,154.24 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,FedEx: International Priority,1-6 business days,166.38 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,USPS: Priority,10-14 business days,220.39 USD,USD,+ Insurance 4.95 USD,4.95
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,USPS: Express,10-14 business days,234.52 USD,USD,+ Insurance 5.12 USD,5.12
"Tualatin, OR",New Zealand,Auckland,1010,18,12,8,1,10,DDP Air,10-15 business days,299.69 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,FedEx: International DDP,1-6 business days,147.31 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,DHL: Express Worldwide,1-6 business days,153.24 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,FedEx: International Economy,4-8 business days,165.31 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,FedEx: International Priority,1-6 business days,167.01 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,USPS: Priority,10-14 business days,239.37 USD,USD,+ Insurance 5.1 USD,5.1
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,USPS: Express,10-14 business days,254.38 USD,USD,+ Insurance 5.28 USD,5.28
"Tualatin, OR",New Zealand,Auckland,1010,20,12,8,1,10,DDP Air,10-15 business days,339.42 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,FedEx: International Priority,1-6 business days,170.94 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,FedEx: International Economy,4-8 business days,172.82 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,DHL: Express Worldwide,1-6 business days,175.36 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,FedEx: International DDP,1-6 business days,242.65 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,DDP Air,10-15 business days,400.33 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,USPS: Priority,10-14 business days,609.01 USD,USD,+ Insurance 9.34 USD,9.34
"Tualatin, OR",New Zealand,Auckland,1010,25,12,8,1,10,USPS: Express,10-14 business days,764.47 USD,USD,+ Insurance 11.21 USD,11.21
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,DHL: Express Worldwide,1-6 business days,197.46 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,FedEx: International Economy,4-8 business days,232.97 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,FedEx: International Priority,1-6 business days,244.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,FedEx: International DDP,1-6 business days,327.86 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,DDP Air,10-15 business days,461.22 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,USPS: Priority,10-14 business days,704 USD,USD,+ Insurance 10.3 USD,10.3
"Tualatin, OR",New Zealand,Auckland,1010,30,12,8,1,10,USPS: Express,10-14 business days,881.5 USD,USD,+ Insurance 12.42 USD,12.42
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,DHL: Express Worldwide,1-6 business days,241.66 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,FedEx: International Economy,4-8 business days,312.09 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,FedEx: International Priority,1-6 business days,317.34 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,FedEx: International DDP,1-6 business days,439.87 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,DDP Air,10-15 business days,582.98 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,USPS: Priority,10-14 business days,894.1 USD,USD,+ Insurance 12.2 USD,12.2
"Tualatin, OR",New Zealand,Auckland,1010,40,12,8,1,10,USPS: Express,10-14 business days,1115.63 USD,USD,+ Insurance 14.86 USD,14.86
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,DHL: Express Worldwide,1-6 business days,285.87 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,FedEx: International Economy,4-8 business days,359.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,FedEx: International Priority,1-6 business days,378.63 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,FedEx: International DDP,1-6 business days,500.86 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,DDP Air,10-15 business days,704.77 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,USPS: Priority,10-14 business days,1084.15 USD,USD,+ Insurance 14.11 USD,14.11
"Tualatin, OR",New Zealand,Auckland,1010,50,12,8,1,10,USPS: Express,10-14 business days,1350.72 USD,USD,+ Insurance 17.3 USD,17.3
"Tualatin, OR",New Zealand,Auckland,1010,75,12,8,1,10,DHL: Express Worldwide,1-6 business days,453.56 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,75,12,8,1,10,FedEx: International Economy,4-8 business days,459.55 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,75,12,8,1,10,FedEx: International Priority,1-6 business days,618.48 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,75,12,8,1,10,FedEx: International DDP,1-6 business days,688.1 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,75,12,8,1,10,DDP Air,10-15 business days,1001.03 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,100,12,8,1,10,FedEx: International Economy,4-8 business days,466.45 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,100,12,8,1,10,DHL: Express Worldwide,1-6 business days,555.97 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,100,12,8,1,10,FedEx: International DDP,1-6 business days,698.83 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,100,12,8,1,10,FedEx: International Priority,1-6 business days,721.57 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,100,12,8,1,10,DDP Air,10-15 business days,1288.47 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,125,12,8,1,10,FedEx: International Economy,4-8 business days,572.04 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,125,12,8,1,10,DHL: Express Worldwide,1-6 business days,676.11 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,125,12,8,1,10,FedEx: International DDP,1-6 business days,862.77 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,125,12,8,1,10,FedEx: International Priority,1-6 business days,881.13 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,125,12,8,1,10,DDP Air,10-15 business days,1611.61 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,150,12,8,1,10,FedEx: International Economy,4-8 business days,677.61 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,150,12,8,1,10,DHL: Express Worldwide,1-6 business days,796.25 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,150,12,8,1,10,FedEx: International DDP,1-6 business days,1026.73 USD,USD,+ VAT & processing fee 7 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,150,12,8,1,10,FedEx: International Priority,1-6 business days,1040.69 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,150,12,8,1,10,DDP Air,10-15 business days,1934.79 USD,USD,+ VAT & processing fee 8 USD,0.0
"Tualatin, OR",New Zealand,Auckland,1010,200,12,8,1,10,DHL: Express Worldwide,1-6 business days,1219.19 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,200,12,8,1,10,FedEx: International Priority Freight,1-4 business days,1710.65 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,250,12,8,1,10,DHL: Express Worldwide,1-6 business days,1467.58 USD,USD,Insurance Included,0.0
"Tualatin, OR",New Zealand,Auckland,1010,250,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2137.06 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,Planet Mail: Express,20-28 business days,18.04 USD,USD,+ Insurance 3.18 USD,3.18
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,32.16 USD,USD,+ Insurance 3.34 USD,3.34
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,FedEx: International DDP,1-6 business days,32.37 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,DHL: Express Worldwide,1-6 business days,49.8 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,FedEx: International Economy,4-8 business days,59.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,DDP Air,10-15 business days,60.75 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,USPS: Express,10-14 business days,72.46 USD,USD,+ Insurance 3.83 USD,3.83
"Tualatin, OR",Taiwan,Taipei,106,1,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,Planet Mail: Express,20-28 business days,30.21 USD,USD,+ Insurance 3.3 USD,3.3
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,FedEx: International DDP,1-6 business days,36.75 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,50.25 USD,USD,+ Insurance 3.53 USD,3.53
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,DHL: Express Worldwide,1-6 business days,55.05 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,FedEx: International Economy,4-8 business days,59.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,DDP Air,10-15 business days,63.03 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,2,12,8,1,10,USPS: Express,10-14 business days,79.81 USD,USD,+ Insurance 3.9 USD,3.9
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,Planet Mail: Express,20-28 business days,42.43 USD,USD,+ Insurance 3.42 USD,3.42
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,FedEx: International DDP,1-6 business days,51.99 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,FedEx: International Economy,4-8 business days,59.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,DHL: Express Worldwide,1-6 business days,60.45 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,DDP Air,10-15 business days,65.3 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,68.33 USD,USD,+ Insurance 3.72 USD,3.72
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,3,12,8,1,10,USPS: Express,10-14 business days,87.15 USD,USD,+ Insurance 3.97 USD,3.97
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,Planet Mail: Express,20-28 business days,54.6 USD,USD,+ Insurance 3.54 USD,3.54
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,FedEx: International DDP,1-6 business days,58.3 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,FedEx: International Economy,4-8 business days,59.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,DHL: Express Worldwide,1-6 business days,65.61 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,DDP Air,10-15 business days,72.35 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,86.4 USD,USD,+ Insurance 3.9 USD,3.9
"Tualatin, OR",Taiwan,Taipei,106,4,12,8,1,10,USPS: Express,10-14 business days,94.47 USD,USD,+ Insurance 4.04 USD,4.04
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,FedEx: International Economy,4-8 business days,61.78 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,FedEx: International DDP,1-6 business days,63.36 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,DHL: Express Worldwide,1-6 business days,70.45 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,DDP Air,10-15 business days,75.88 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,USPS: Priority,10-14 business days,91.15 USD,USD,+ Insurance 3.99 USD,3.99
"Tualatin, OR",Taiwan,Taipei,106,5,12,8,1,10,USPS: Express,10-14 business days,101.85 USD,USD,+ Insurance 4.12 USD,4.12
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,FedEx: International DDP,1-6 business days,71.15 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,FedEx: International Economy,4-8 business days,71.66 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,DHL: Express Worldwide,1-6 business days,74.85 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,DDP Air,10-15 business days,78.17 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,USPS: Priority,10-14 business days,98.38 USD,USD,+ Insurance 4.06 USD,4.06
"Tualatin, OR",Taiwan,Taipei,106,6,12,8,1,10,USPS: Express,10-14 business days,109.64 USD,USD,+ Insurance 4.19 USD,4.19
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,FedEx: International DDP,1-6 business days,72.7 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,FedEx: International Economy,4-8 business days,73.22 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,DHL: Express Worldwide,1-6 business days,79.27 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,DDP Air,10-15 business days,89.05 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,USPS: Priority,10-14 business days,105.58 USD,USD,+ Insurance 4.13 USD,4.13
"Tualatin, OR",Taiwan,Taipei,106,7,12,8,1,10,USPS: Express,10-14 business days,117.09 USD,USD,+ Insurance 4.27 USD,4.27
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,FedEx: International DDP,1-6 business days,75.06 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,FedEx: International Economy,4-8 business days,75.62 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,DHL: Express Worldwide,1-6 business days,82.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,DDP Air,10-15 business days,91.34 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,USPS: Priority,10-14 business days,112.84 USD,USD,+ Insurance 4.2 USD,4.2
"Tualatin, OR",Taiwan,Taipei,106,8,12,8,1,10,USPS: Express,10-14 business days,124.54 USD,USD,+ Insurance 4.34 USD,4.34
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,FedEx: International DDP,1-6 business days,76.84 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,FedEx: International Economy,4-8 business days,77.39 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,DHL: Express Worldwide,1-6 business days,85.12 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,DDP Air,10-15 business days,97.07 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,USPS: Priority,10-14 business days,120.02 USD,USD,+ Insurance 4.27 USD,4.27
"Tualatin, OR",Taiwan,Taipei,106,9,12,8,1,10,USPS: Express,10-14 business days,132 USD,USD,+ Insurance 4.41 USD,4.41
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,FedEx: International Priority,1-6 business days,76.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,FedEx: International DDP,1-6 business days,77.02 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,FedEx: International Economy,4-8 business days,77.59 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,DHL: Express Worldwide,1-6 business days,87.37 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,DDP Air,10-15 business days,99.34 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,USPS: Priority,10-14 business days,127.31 USD,USD,+ Insurance 4.34 USD,4.34
"Tualatin, OR",Taiwan,Taipei,106,10,12,8,1,10,USPS: Express,10-14 business days,139.46 USD,USD,+ Insurance 4.49 USD,4.49
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,FedEx: International Priority,1-6 business days,78.51 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,FedEx: International DDP,1-6 business days,79 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,FedEx: International Economy,4-8 business days,79.58 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,DHL: Express Worldwide,1-6 business days,93.54 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,DDP Air,10-15 business days,126.54 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,USPS: Priority,10-14 business days,141.76 USD,USD,+ Insurance 4.48 USD,4.48
"Tualatin, OR",Taiwan,Taipei,106,12,12,8,1,10,USPS: Express,10-14 business days,154.72 USD,USD,+ Insurance 4.64 USD,4.64
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,FedEx: International DDP,1-6 business days,91.63 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,FedEx: International Economy,4-8 business days,92.31 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,DHL: Express Worldwide,1-6 business days,99.71 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,FedEx: International Priority,1-6 business days,106.83 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,DDP Air,10-15 business days,153.73 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,USPS: Priority,10-14 business days,156.21 USD,USD,+ Insurance 4.62 USD,4.62
"Tualatin, OR",Taiwan,Taipei,106,14,12,8,1,10,USPS: Express,10-14 business days,169.67 USD,USD,+ Insurance 4.78 USD,4.78
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,FedEx: International DDP,1-6 business days,94.33 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,FedEx: International Economy,4-8 business days,98.35 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,DHL: Express Worldwide,1-6 business days,105.86 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,FedEx: International Priority,1-6 business days,114.41 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,USPS: Priority,10-14 business days,170.7 USD,USD,+ Insurance 4.76 USD,4.76
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,DDP Air,10-15 business days,180.91 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,16,12,8,1,10,USPS: Express,10-14 business days,184.66 USD,USD,+ Insurance 4.93 USD,4.93
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,FedEx: International DDP,1-6 business days,99.79 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,FedEx: International Economy,4-8 business days,104.08 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,DHL: Express Worldwide,1-6 business days,112.03 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,FedEx: International Priority,1-6 business days,117.64 USD,USD,Insurance Included,0.0
